subject,method,avg_num_lines_executed_by_failing_tcs,avg_num_utilized_mutants_overall,avg_mut_cnt_buggy_line,avg_f2p_buggy_line,avg_p2f_buggy_line,avg_num_ccts
libxml2_TF_top30,sbflnaish200-maxMutants-excludeCCT,2337.6610169491523,0.0,0.0,0.0,0.0,7.584745762711864
opencv_features2d_TF_top30,allfails-maxMutants-excludeCCT,467.1166666666667,3757.045833333333,9.145833333333334,2.65,0.09166666666666666,2.6875
opencv_features2d_TF_top30,sbflnaish250-maxMutants-excludeCCT,467.1166666666667,1878.6,6.920833333333333,2.2083333333333335,0.07083333333333333,2.6875
opencv_features2d_TF_top30,sbflnaish230-maxMutants-excludeCCT,467.1166666666667,1122.3166666666666,5.1375,1.6,0.058333333333333334,2.6875
opencv_features2d_TF_top30,sbflnaish210-maxMutants-excludeCCT,467.1166666666667,375.1791666666667,2.879166666666667,0.9916666666666667,0.0,2.6875
opencv_features2d_TF_top30,sbflnaish201-maxMutants-excludeCCT,467.1166666666667,35.2,0.25416666666666665,0.016666666666666666,0.0,2.6875
opencv_features2d_TF_top30,sbflnaish200-maxMutants-excludeCCT,467.1166666666667,0.0,0.0,0.0,0.0,2.6875
opencv_imgproc_TF_top30,allfails-maxMutants-excludeCCT,195.48275862068965,1346.8060344827586,8.85344827586207,3.4655172413793105,0.07758620689655173,0.6724137931034483
opencv_imgproc_TF_top30,sbflnaish250-maxMutants-excludeCCT,195.48275862068965,676.75,6.185344827586207,3.0344827586206895,0.06896551724137931,0.6724137931034483
opencv_imgproc_TF_top30,sbflnaish230-maxMutants-excludeCCT,195.48275862068965,407.1465517241379,4.801724137931035,2.189655172413793,0.05172413793103448,0.6724137931034483
opencv_imgproc_TF_top30,sbflnaish210-maxMutants-excludeCCT,195.48275862068965,131.50862068965517,2.0689655172413794,0.875,0.008620689655172414,0.6724137931034483
opencv_imgproc_TF_top30,sbflnaish201-maxMutants-excludeCCT,195.48275862068965,11.556034482758621,0.33620689655172414,0.1939655172413793,0.0,0.6724137931034483
opencv_imgproc_TF_top30,sbflnaish200-maxMutants-excludeCCT,195.48275862068965,0.0,0.0,0.0,0.0,0.6724137931034483
opencv_core_TF_top30,allfails-maxMutants-excludeCCT,969.5646551724138,5586.948275862069,8.737068965517242,29.655172413793103,5.219827586206897,10.637931034482758
opencv_core_TF_top30,sbflnaish250-maxMutants-excludeCCT,969.5646551724138,2832.7887931034484,8.693965517241379,29.655172413793103,5.219827586206897,10.637931034482758
opencv_core_TF_top30,sbflnaish230-maxMutants-excludeCCT,969.5646551724138,1706.5862068965516,8.594827586206897,29.607758620689655,5.219827586206897,10.637931034482758
opencv_core_TF_top30,sbflnaish210-maxMutants-excludeCCT,969.5646551724138,570.926724137931,6.586206896551724,29.04741379310345,5.219827586206897,10.637931034482758
opencv_core_TF_top30,sbflnaish201-maxMutants-excludeCCT,969.5646551724138,54.86206896551724,2.2198275862068964,19.375,5.168103448275862,10.637931034482758
opencv_core_TF_top30,sbflnaish200-maxMutants-excludeCCT,969.5646551724138,0.0,0.0,0.0,0.0,10.637931034482758
jsoncpp_TF_top30,allfails-maxMutants-excludeCCT,430.8836206896552,2180.176724137931,8.35344827586207,12.65948275862069,0.8318965517241379,3.271551724137931
jsoncpp_TF_top30,sbflnaish250-maxMutants-excludeCCT,430.8836206896552,1089.219827586207,8.35344827586207,12.65948275862069,0.8318965517241379,3.271551724137931
jsoncpp_TF_top30,sbflnaish230-maxMutants-excludeCCT,430.8836206896552,664.0948275862069,8.318965517241379,12.655172413793103,0.8318965517241379,3.271551724137931
jsoncpp_TF_top30,sbflnaish210-maxMutants-excludeCCT,430.8836206896552,236.10344827586206,7.646551724137931,12.086206896551724,0.8318965517241379,3.271551724137931
jsoncpp_TF_top30,sbflnaish201-maxMutants-excludeCCT,430.8836206896552,23.254310344827587,3.1379310344827585,7.0344827586206895,0.8318965517241379,3.271551724137931
jsoncpp_TF_top30,sbflnaish200-maxMutants-excludeCCT,430.8836206896552,0.0,0.0,0.0,0.0,3.271551724137931
