subject,method_name,mlp_test_acc5,mlp_test_acc10,mlp_self_acc5,mlp_self_acc10,avg_num_failing_tcs,avg_num_passing_tcs,avg_num_ccts,avg_num_utilized_failing_tcs,avg_num_utilized_passing_tcs,avg_num_utilized_ccts,avg_num_utilized_mutants,avg_num_utilized_mutants_per_line,avg_buggy_line_mut_cnt,avg_buggy_line_f2p,avg_buggy_line_p2f,avg_total_mut_build_time,avg_total_tcs_exec_time,avg_num_lines_executed_by_failing_tcs,avg_num_funcs_executed_by_failing_tcs,met_acc5,met_acc10,muse_acc5,muse_acc10,avg_time_duration,rel_time_diff,naish2_acc5,naish2_acc10,avg_line_top_perc
opencv_features2d_exp1,allfails-10mut,80.69,91.52,83.71,94.83,2.0,56.5,3.2,2.0,56.5,0.0,3835.98,7.78,9.14,3.0,0.03,16942.07,32689.51,478.77,22.35,62.07,78.88,73.71,88.36,13.79,0.0,28.02,64.22,42.51
opencv_features2d_exp1,sbfl30-10mut,76.36,89.61,82.76,91.77,2.0,56.5,3.2,2.0,56.5,0.0,1158.1,7.92,5.53,1.99,0.03,5143.0,9868.21,478.77,22.35,65.09,81.47,75.43,84.05,4.17,-69.75,28.02,64.22,42.51
opencv_features2d_exp1,sbfl30-5mut,75.93,89.52,73.75,87.03,2.0,56.5,3.2,2.0,56.5,0.0,648.95,4.42,3.03,1.1,0.01,2879.57,5530.12,478.77,22.35,64.22,80.17,71.12,81.9,2.34,-83.06,28.02,64.22,42.51
opencv_features2d_exp1,sbfl30-3mut,75.67,89.35,65.91,83.79,2.0,56.5,3.2,2.0,56.5,0.0,393.83,2.69,1.83,0.73,0.0,1746.59,3356.23,478.77,22.35,57.33,76.72,63.79,77.59,1.42,-89.72,28.02,64.22,42.51
opencv_features2d_exp1,sbfl30-1mut,75.67,89.26,55.0,78.15,2.0,56.5,3.2,2.0,56.5,0.0,131.81,0.9,0.61,0.2,0.0,584.0,1123.34,478.77,22.35,52.59,71.12,54.74,71.12,0.47,-96.56,28.02,64.22,42.51
opencv_imgproc_exp1,allfails-10mut,78.61,90.39,74.01,86.85,2.43,96.79,0.65,2.43,96.79,0.0,1378.04,6.82,8.8,2.95,0.0,14625.49,12257.57,199.08,13.86,64.66,71.55,67.67,73.71,7.47,0.0,34.05,48.28,50.74
opencv_imgproc_exp1,sbfl30-10mut,60.56,80.0,57.63,80.47,2.43,96.79,0.65,2.43,96.79,0.0,417.27,6.97,4.68,1.93,0.0,4362.24,3714.39,199.08,13.86,57.33,65.95,59.05,68.1,2.24,-69.96,34.05,48.28,50.74
opencv_imgproc_exp1,sbfl30-5mut,58.44,79.61,52.93,69.78,2.43,96.79,0.65,2.43,96.79,0.0,233.65,3.89,2.6,0.99,0.0,2439.21,2080.01,199.08,13.86,53.88,64.22,55.6,67.24,1.26,-83.19,34.05,48.28,50.74
opencv_imgproc_exp1,sbfl30-3mut,59.0,79.91,46.16,64.57,2.43,96.79,0.65,2.43,96.79,0.0,143.63,2.39,1.59,0.55,0.0,1496.1,1278.29,199.08,13.86,49.14,60.34,50.86,63.36,0.77,-89.68,34.05,48.28,50.74
opencv_imgproc_exp1,sbfl30-1mut,58.66,79.78,43.1,62.93,2.43,96.79,0.65,2.43,96.79,0.0,48.38,0.81,0.53,0.22,0.0,502.61,430.56,199.08,13.86,44.4,57.33,44.4,60.78,0.26,-96.53,34.05,48.28,50.74
opencv_core_exp1,allfails-10mut,79.74,91.26,61.64,68.19,16.71,273.12,8.05,16.71,273.12,0.0,5142.56,5.3,8.43,28.56,0.0,65943.63,103195.94,971.84,123.99,71.55,72.41,68.97,71.98,46.98,0.0,45.69,55.17,52.35
opencv_core_exp1,sbfl30-10mut,82.64,92.68,61.21,67.5,16.71,273.12,8.05,16.71,273.12,0.0,1585.49,5.5,8.07,28.5,0.0,20431.92,31893.16,971.84,123.99,70.26,72.41,71.55,76.29,14.53,-69.06,45.69,55.17,52.35
opencv_core_exp1,sbfl30-5mut,82.34,92.42,60.65,66.51,16.71,273.12,8.05,16.71,273.12,0.0,939.05,3.27,4.41,13.53,0.0,12076.88,18869.56,971.84,123.99,59.91,61.64,60.34,67.24,8.6,-81.7,45.69,55.17,52.35
opencv_core_exp1,sbfl30-3mut,80.69,92.38,54.96,63.62,16.71,273.12,8.05,16.71,273.12,0.0,589.67,2.05,2.69,10.46,0.0,7569.14,11849.32,971.84,123.99,51.72,53.88,51.72,59.91,5.39,-88.52,45.69,55.17,52.35
opencv_core_exp1,sbfl30-1mut,72.94,88.1,47.89,56.12,16.71,273.12,8.05,16.71,273.12,0.0,200.26,0.7,0.9,2.31,0.0,2565.2,4025.24,971.84,123.99,31.03,31.9,30.17,31.47,1.83,-96.1,45.69,55.17,52.35
jsoncpp_exp1,allfails-10mut,81.99,91.86,94.83,99.78,6.39,116.19,2.14,6.39,116.19,0.0,2205.47,4.95,8.01,10.4,0.0,5169.71,993.81,437.05,78.8,68.97,70.26,71.98,84.05,1.71,0.0,81.47,95.69,52.09
jsoncpp_exp1,sbfl30-10mut,86.23,94.29,95.39,99.96,6.39,116.19,2.14,6.39,116.19,0.0,666.64,5.13,8.01,10.4,0.0,1568.59,300.32,437.05,78.8,69.83,71.12,86.21,97.84,0.52,-69.68,81.47,95.69,52.09
jsoncpp_exp1,sbfl30-5mut,85.58,93.64,93.66,99.87,6.39,116.19,2.14,6.39,116.19,0.0,424.52,3.26,4.81,6.53,0.0,993.18,191.26,437.05,78.8,62.5,63.36,78.88,96.12,0.33,-80.78,81.47,95.69,52.09
jsoncpp_exp1,sbfl30-3mut,83.12,93.12,89.74,99.22,6.39,116.19,2.14,6.39,116.19,0.0,275.72,2.12,2.98,3.53,0.0,642.75,124.23,437.05,78.8,53.45,54.31,72.41,92.24,0.21,-87.56,81.47,95.69,52.09
jsoncpp_exp1,sbfl30-1mut,81.69,91.86,85.3,96.72,6.39,116.19,2.14,6.39,116.19,0.0,95.85,0.74,1.0,1.43,0.0,222.62,43.19,437.05,78.8,30.6,31.47,37.5,60.34,0.07,-95.69,81.47,95.69,52.09
