subject,method_name,avg_num_failing_tcs,avg_num_passing_tcs,avg_num_ccts,avg_num_utilized_failing_tcs,avg_num_utilized_passing_tcs,avg_num_utilized_ccts,avg_num_utilized_mutants,avg_num_utilized_mutants_per_line,avg_buggy_line_mut_cnt,avg_buggy_line_f2p,avg_buggy_line_p2f,avg_total_mut_build_time,avg_total_tcs_exec_time,avg_num_lines_executed_by_failing_tcs,avg_num_funcs_executed_by_failing_tcs
opencv_core_exp1,sbfl-based-50,16.71,273.12,8.05,16.71,273.12,0.0,2626.61,5.44,8.43,28.56,0.0,34351.84,52820.3,971.84,123.99
opencv_core_exp1,sbfl-based-30,16.71,273.12,8.05,16.71,273.12,0.0,1585.49,5.5,8.07,28.5,0.0,20431.92,31893.16,971.84,123.99
opencv_core_exp1,sbfl-based-20,16.71,273.12,8.05,16.71,273.12,0.0,1058.68,5.55,7.53,28.34,0.0,13533.33,21290.3,971.84,123.99
opencv_core_exp1,sbfl-based-10,16.71,273.12,8.05,16.71,273.12,0.0,531.29,5.68,6.12,27.83,0.0,6795.35,10689.24,971.84,123.99
opencv_core_exp1,sbfl-based-1,16.71,273.12,8.05,16.71,273.12,0.0,52.71,6.01,2.22,18.27,0.0,654.46,1059.16,971.84,123.99
opencv_core_exp1,sbfl-based-0,16.71,273.12,8.05,16.71,273.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,971.84,123.99
jsoncpp_exp1,sbfl-based-100,6.39,116.19,2.14,6.39,116.19,0.0,2205.47,4.95,8.01,10.4,0.0,5169.71,993.81,437.05,78.8
jsoncpp_exp1,sbfl-based-50,6.39,116.19,2.14,6.39,116.19,0.0,1083.69,4.97,8.01,10.4,0.0,2520.2,488.23,437.05,78.8
jsoncpp_exp1,sbfl-based-30,6.39,116.19,2.14,6.39,116.19,0.0,666.64,5.13,8.01,10.4,0.0,1568.59,300.32,437.05,78.8
jsoncpp_exp1,sbfl-based-20,6.39,116.19,2.14,6.39,116.19,0.0,460.49,5.33,8.01,10.4,0.0,1092.84,207.51,437.05,78.8
jsoncpp_exp1,sbfl-based-10,6.39,116.19,2.14,6.39,116.19,0.0,236.14,5.55,7.53,10.31,0.0,556.67,106.44,437.05,78.8
jsoncpp_exp1,sbfl-based-1,6.39,116.19,2.14,6.39,116.19,0.0,22.91,5.8,3.18,6.45,0.0,53.03,10.28,437.05,78.8
jsoncpp_exp1,sbfl-based-0,6.39,116.19,2.14,6.39,116.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,437.05,78.8
