buggy_version_name,#_failing_TCs,#_passing_TCs,#_excluded_failing_TCs,#_excluded_passing_TCs,#_CCTs,#_total_TCs,#_lines_executed_by_failing_TCs,#_lines_executed_by_passing_TCs,#_lines_executed_by_CCTs,#_total_lines_executed,#_total_lines,coverage,coverage (no CCTs),#_lines_executed_on_initialization,#_funcs_executed_on_initialization,#_funcs_executed_by_failing_TCs,#_distinct_funcs_executed_by_failing_TCs,#_distinct_lines_executed_by_failing_TCs,buggy_func_is_included_in_func_executed_on_initialization,buggy_line_is_included_in_func_executed_on_initialization,#_funcs,#_files
stackblur.MUT392.cpp,13,1441,0,0,0,1454,418,10144,0,10217,11427,0.8941104401855255,0.8941104401855255,0,0,28,28,418,0,0,650,38
stackblur.MUT203.cpp,2,1451,0,0,0,1453,163,10206,0,10216,11426,0.8941011727638719,0.8941011727638719,0,0,8,8,163,0,0,650,38
intersection.MUT88.cpp,4,1437,0,0,13,1454,83,10191,87,10215,11425,0.8940919037199124,0.8940919037199124,0,0,3,3,83,0,0,650,38
intelligent_scissors.MUT8.cpp,12,1439,0,0,3,1454,702,9909,603,10218,11426,0.8942762121477332,0.8917381410817434,0,0,55,55,702,0,0,650,38
histogram.MUT1157.cpp,1,1453,0,0,0,1454,73,10171,0,10217,11427,0.8941104401855255,0.8941104401855255,0,0,3,3,73,0,0,650,38
demosaicing.MUT784.cpp,1,1453,0,0,0,1454,93,10130,0,10216,11426,0.8941011727638719,0.8941011727638719,0,0,5,5,93,0,0,650,38
color_lab.MUT947.cpp,2,1452,0,0,0,1454,573,10041,0,10216,11426,0.8941011727638719,0.8941011727638719,0,0,32,32,573,0,0,650,38
canny.MUT176.cpp,8,1428,0,0,18,1454,562,10184,387,10216,11426,0.8941011727638719,0.8941011727638719,0,0,34,34,562,0,0,650,38
histogram.MUT1337.cpp,1,1453,0,0,0,1454,420,10132,0,10216,11426,0.8941011727638719,0.8941011727638719,0,0,17,17,420,0,0,650,38
emd_new.MUT24.cpp,5,1449,0,0,0,1454,346,9944,0,10215,11425,0.8940919037199124,0.8940919037199124,0,0,19,19,346,0,0,650,38
contours.MUT7.cpp,39,1415,0,0,0,1454,835,10180,0,10216,11426,0.8941011727638719,0.8941011727638719,0,0,57,57,835,0,0,650,38
emd_new.MUT327.cpp,1,1449,0,0,4,1454,165,9944,187,10062,11426,0.8806231402065464,0.8783476282163487,0,0,12,12,165,0,0,650,38
sumpixels.dispatch.MUT113.cpp,1,1406,0,0,46,1453,83,10057,377,10151,11426,0.8884123927883774,0.8851741641869421,0,0,6,6,83,0,0,650,38
